prov_id,area_id,user_id,chnl_type,service_type,product_type,innet_months,total_times,total_flux,total_fee,pay_fee,sex,age,manu_name,term_type,max_rat_flag,is_5g_base_cover,is_work_5g_cover,is_home_5g_cover,is_work_5g_cover_l01,is_home_5g_cover_l01,is_work_5g_cover_l02,is_home_5g_cover_l02,activity_type,is_act_expire,comp_type,call_days,re_call10,short_call10,long_call10,bank_cnt,active_days01,active_days02,active_days03,active_days04,active_days05,active_days06,active_days07,active_days08,active_days09,active_days10,active_days11,active_days12,active_days13,active_days14,active_days15,active_days16,active_days17,active_days18,active_days19,active_days20,active_days21,active_days22,active_days23,game_app_flux,live_app_flux,video_app_flux,city_5g_ratio,city_level,is_5g
51,V0441900,59ad58c048043260f0584b921382a0d2,1,4,5,15,0.315944825,10.69200571,84.96666667,550,0,40,5,4,4,0,0,0,0,0,0,0,4,1,1,16.25,1.875,4.25,1.25,12.25,1,0,0,0,0,0,0,0,3,0,30,30,0,0,0,0,1,0,30,30,18,26,0,0,0.026968956,377.5779247,0.000653892,6,0
17,V0370200,c647a7a8bc1b7f14f45803b848e2ba12,7,4,4,11,1.575050672,9.681065754,107.0666667,650,1,22,3,4,4,0,0,0,0,0,0,0,4,1,1,29,12,36.75,5.875,7.875,13,0,0,0,0,0,0,1,9,0,17,17,0,0,0,8,0,0,16,15,2,3,2,0,0.005226135,4933.528191,0.000142838,3,0
36,V0330700,0017756d6465f87bcb65474a75a83188,9,4,3,16,0.065709263,10.7780585,120.8333333,220,1,20,2,4,4,1,1,1,0,0,0,0,4,1,2,4.875,0,1,0,6.25,4,0,0,0,1,0,0,1,0,0,5,5,0,0,1,0,1,0,5,5,5,5,2,0,0.026767731,3294.663093,0.000407397,5,0
31,V0310000,5e79e4df42e35834879fabb64075c9dd,10,4,3,5,0.371643118,10.82279639,86.728,520,1,26,5,4,4,1,1,0,1,0,1,1,4,1,1,22.5,28.83333333,14.16666667,1,0,27,2,0,0,0,0,0,3,29,0,29,29,0,0,0,28,13,0,29,28,11,26,22,0,17.06438828,25523.15121,0.001135951,1,0
51,V0440600,f7bf940d0afefa545b9b5d2e6bf9b642,4,4,5,122,1.257154932,8.3329114,60,380.6,1,40,5,4,4,1,0,0,1,0,0,0,4,1,1,28.875,19.375,5.75,7.125,79.875,3,0,0,0,0,0,0,0,1,0,30,30,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0.000674806,6,0
71,V0420100,f35a535c19b038504041e32140863fe1,7,4,4,80,0.872814414,9.588542498,100.175,697,1,28,5,4,4,0,0,0,0,0,0,0,4,1,1,25.625,8.5,6.25,5.125,37,2,0,0,0,0,0,0,10,5,0,30,30,0,0,0,5,0,0,26,26,0,8,2,0,6161.423642,1328.72247,0.000319439,2,0
51,V0441300,b0d7ba7a0fa161e49dbebf0083fc3d62,7,4,5,23,0.846698574,11.87860409,172,1090.7,1,27,5,4,4,0,0,0,0,0,0,0,4,1,1,21.25,5.375,26.75,1.625,3.375,0,0,0,0,0,0,0,5,0,0,30,30,0,0,0,5,4,0,30,19,27,13,28,0,40747.02088,0,0.000344489,7,0
74,V0430100,60239a07c063ab8bd228d1e29ecadc23,7,4,3,9,0.172306016,10.69920258,76.68333333,480,1,21,12,4,4,0,0,0,0,0,0,0,4,1,1,16.5,1.125,8.875,0,0,1,0,0,0,0,0,0,0,0,0,30,29,0,0,0,6,3,0,30,21,13,15,0,0,8.39E-05,0,0.000356155,3,0
17,V0370700,5bc859bffbac97b9b8744f3c7c528c40,10,4,2,19,0.880748425,9.587671101,103.4583333,400,0,26,5,4,4,1,0,0,0,0,0,1,4,1,1,22.125,28,9.75,10.75,6.875,5,0,0,0,0,0,0,1,10,0,30,30,7,0,8,30,18,0,12,29,29,15,4,0,0,0.013539314,8.37E-05,5,0
70,V0630100,39bfd69456b5a796e03728a655c80caa,9,4,3,16,0.384698325,10.73534461,77,460,1,31,2,4,4,0,0,0,0,0,0,0,4,1,1,22.625,0,6.75,0.375,1,12,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,1,0,30,5,14,0,0,0,70.98220348,16210.27168,0.000118448,4,0
86,V0530100,6ca2dd33f92f0873f3f2a9d76727b8de,10,4,4,24,4.473974269,9.982305545,210.4416667,1400,1,44,2,4,4,1,1,0,1,0,1,0,4,1,1,30.16666667,6.833333333,38.5,3.666666667,25.16666667,22,0,0,0,10,0,0,4,1,0,22,22,0,0,0,7,0,0,20,20,0,16,0,0,0.001713753,5903.091082,0.00041211,6,0
76,V0412700,76660a1df50c7a337b95948a4b15cc7e,7,4,4,21,1.042626956,9.683727558,86.41666667,20,1,38,4,4,4,0,0,0,0,0,0,0,4,1,6,19.375,54.5,18.25,0.125,0,14,0,0,0,0,0,0,0,0,0,25,23,0,0,1,0,0,0,19,15,1,0,0,0,0.000600815,5522.96094,0.000129426,7,0
71,V0420100,871972517aa0a0e0dbe00d086de5caaf,7,4,3,53,0.866429165,8.962699967,51.21666667,342,1,26,5,4,4,1,0,0,0,0,0,1,4,1,1,25.75,24.125,10.875,2.5,36.875,20,0,0,0,1,0,0,0,29,0,30,30,0,0,3,23,2,0,4,14,16,11,2,0,0,8.27025795,0.000319439,2,0
17,V0370300,23ea7fb280df9bc9162d441e65d13ffc,10,4,6,99,2.452150463,0.416369137,56.81666667,300,0,39,2,4,4,0,0,0,0,0,0,0,4,1,1,28.875,1.25,17.25,11.25,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0349617,1.91E-05,4,0
76,V0410800,dd7c36b5f049ed423942348f550646b6,7,4,5,60,1.246576946,9.913595673,59.13833333,0,1,34,4,4,4,0,0,0,0,0,0,0,4,1,1,29.875,2.125,9.5,5.5,38.5,2,0,0,0,1,0,0,0,0,0,30,30,0,0,0,0,0,0,30,1,11,3,1,0,0.001145363,141.8710852,9.41E-05,7,0
84,V0610100,33861ec97cdd1dbfad29adf86f623dca,9,4,3,34,0.257898616,10.5199294,53.18333333,340,0,29,2,4,4,0,0,0,0,0,0,0,4,1,1,14.5,0.5,0.875,1.75,0.125,3,0,0,0,0,0,0,0,15,0,30,29,0,0,0,14,0,0,26,29,1,0,1,0,0.064766884,6224.456346,0.000328096,2,0
17,V0370200,bbe0612ff3f89f9837e68a2643a268de,9,4,3,26,0.019249505,10.79272687,90.78333333,580,1,33,2,4,4,1,1,1,0,0,1,1,4,1,1,2.857142857,0.571428571,0.571428571,0,1.428571429,29,0,0,0,0,0,0,15,0,0,29,29,0,0,0,0,9,0,29,21,1,29,0,0,0.300240517,9164.163177,0.000142838,3,0
34,V0320200,b3c3bd3d4cd68715ee13c9fa29889d02,7,4,5,37,0.394863368,9.793986708,59.68333333,330,1,38,2,4,4,1,0,0,1,0,1,0,4,1,1,22.875,0.25,5.125,0,3.125,4,0,0,0,0,0,1,2,0,0,30,30,0,0,0,0,0,4,27,1,0,0,0,0,0.095355034,4574.075662,0.000175103,3,0
17,V0370200,585bf09f015916c135b658c5924912c0,10,4,5,89,5.740095554,10.37130229,63.94166667,900,0,42,5,4,4,0,0,0,0,0,0,0,4,1,2,30.125,214.125,40.125,31.25,53.25,5,1,0,0,0,0,0,11,0,0,30,30,0,0,1,2,0,0,28,30,1,2,0,0,0,10497.37118,0.000142838,3,0
51,V0441900,7603a734292d97cfdcd3b2819f87b421,9,4,3,20,1.069688484,10.64669084,58.68333333,310,1,25,4,4,4,1,1,0,0,0,1,1,4,1,1,28,8.625,12,0.125,0,18,0,0,0,0,0,0,0,0,0,30,28,0,0,0,1,4,0,30,18,9,2,11,0,1.480945587,693.89468,0.000653892,6,0
74,V0430400,f4eca15704299670727e225f88ee04de,7,4,5,150,1.431937461,6.761545033,126.975,750,1,50,2,4,4,0,0,0,0,0,0,0,4,1,1,29.25,30.625,19.75,4.75,2.125,0,0,0,0,0,0,0,0,0,0,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200279,7,0
51,V0440300,c48adfb52dcbb415cfd99520ec686c29,7,4,2,10,0.605181408,11.72720335,99.03333333,620,0,22,12,4,4,1,0,1,0,0,0,1,14,3,1,12.375,1.125,1,5.375,6.375,30,2,0,0,1,0,0,0,4,0,30,30,0,0,0,9,2,0,30,30,0,24,11,0,0.011350632,9044.993564,0.003286666,1,0
31,V0310000,21f39ae24dbbb206f7e0bc9b6c926e17,1,4,5,193,1.254370815,8.088930708,70.95833333,400.1,1,52,5,4,4,0,0,0,0,0,0,0,4,1,1,22.14285714,5.714285714,6.571428571,8.714285714,7.142857143,6,0,0,0,0,0,0,0,0,0,30,19,0,0,0,0,0,0,8,13,0,0,0,0,0,615.8795872,0.001135951,1,0
84,V0612701,2d6fad4418326082f9bd50abcbe4bbd6,9,4,3,26,0.007138043,9.25579646,59.98333333,420,1,38,4,4,4,0,0,0,0,0,0,0,4,1,1,1.2,0.4,0.2,0,0,10,0,0,0,0,0,0,0,0,0,29,25,0,0,0,0,0,1,25,25,3,1,0,0,0.824069023,488.7466946,8.41E-05,7,0
51,V0440100,b554b82d09376256ed8342cbe578ef90,7,4,5,84,0.440834599,9.322346279,104.925,800.08,0,46,4,4,4,1,0,0,0,0,0,1,4,1,1,12.125,1.625,2.75,1,14.875,25,0,0,0,0,0,0,2,0,0,30,30,0,0,1,0,1,0,29,29,0,5,0,0,0.037574768,8.174497604,0.002355841,1,1
11,V0110000,44b549f3bbf3db0539ffd70c153091c7,7,4,5,59,1.244707299,8.752199018,68.71833333,440,1,32,5,4,4,1,1,0,1,0,1,0,4,1,1,25.25,6.5,10.25,8,37.375,4,0,0,0,0,0,0,0,20,0,26,24,0,0,1,8,8,0,1,2,1,11,1,0,0,0,0.001014561,1,0
89,V0650100,ffc411dbc65abf9780eae07d5e6d7d82,7,4,4,13,0.761731837,10.46420577,77.56666667,511,1,25,5,4,4,0,0,0,0,0,0,0,4,1,1,27.625,110,18.625,12.5,1.375,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,5,0,20,0,10,0,0,0,0,6246.541226,0.000164438,5,0
71,V0422600,3243bee06ca23279715857a4016838c7,9,4,3,31,0.694913825,9.871355776,58.13333333,353.2,1,25,3,4,4,0,0,0,0,0,0,0,4,1,1,29.375,0.625,27.75,0.125,0,20,0,0,0,0,0,0,0,1,0,28,25,0,0,1,4,2,0,21,22,5,6,21,0,0,4385.056575,0.000169586,7,0
71,V0420100,f3d781096769b9d0641d4105561d1057,3,4,4,188,2.886132526,10.0799008,56.92,700,1,57,4,4,4,1,1,0,0,0,0,0,4,1,6,29.875,8.5,41.875,3.125,44.625,30,1,0,0,0,0,2,1,14,0,30,30,1,0,3,1,2,0,30,23,1,23,0,0,0,675.4406052,0.000319439,2,0
51,V0440100,51f71f1a1c98051e23b1bcc8fef56493,9,4,3,27,0.712898974,7.915254443,58,330,1,57,3,4,4,1,1,1,1,1,1,1,4,1,1,29.25,0.875,20.875,0.125,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0.002355841,1,0
17,V0370600,f906a147f8f91ad95aebcc4632a0ad77,9,4,3,36,1.885622723,10.7274531,135.4833333,890,1,21,5,4,4,0,0,0,0,0,0,0,4,1,1,30.375,155.5,60.5,1.75,2.75,5,0,0,0,1,0,0,1,2,0,30,28,0,0,0,0,5,0,30,1,23,0,0,0,0.148824692,18077.08323,3.25E-05,5,0
51,V0440800,ff2f6c7600177772e0f928e7387a4d4d,7,4,2,24,2.599224381,10.09040327,110.1,1180,1,34,12,4,4,0,0,0,0,0,0,0,4,1,2,30,44.25,34,14.5,13,30,0,0,0,0,0,0,1,1,0,30,30,0,0,9,0,1,0,24,19,2,8,0,0,0.01640892,368.7437925,0.000227808,7,0
76,V0410300,c924f28846cb62c24aa95886c581b49b,10,4,5,42,1.595654604,9.716756051,56.35333333,670,1,32,2,4,4,0,0,0,0,0,0,0,4,1,6,29.625,5.125,21.25,4.875,27.25,1,0,0,0,0,0,0,0,0,0,30,26,0,0,0,0,0,0,20,2,1,0,1,0,3.91E-05,4.594323158,0.000164127,5,0
34,V0320300,b8145635bb9f3c38fb6b2030cb99cf67,7,4,3,21,0.077345282,10.41754558,74.73333333,451,1,18,6,4,4,0,0,0,0,0,0,0,4,1,1,3.25,0,0.125,0.5,0,2,0,0,0,0,0,0,0,0,0,30,30,14,0,0,0,4,0,23,2,29,0,0,0,0.996710777,6201.843149,0.000143278,5,0
34,V0320600,dad0b600f8f0308593b9ccce8963494e,7,4,4,2,0.180745478,10.21534985,99.45,280,0,32,4,4,4,0,0,0,0,0,0,0,4,1,1,4,0,1,0,0,9,1,0,0,0,0,0,0,1,0,26,21,0,0,0,3,0,0,24,13,2,4,0,0,0.002661705,9767.441488,0.000265712,5,0
81,V0511100,303a12fa8896830f3901e215238a1dc8,7,4,2,136,4.900282587,9.256477229,211.725,1400,1,40,3,4,4,0,0,0,0,0,0,0,4,1,1,30.375,26.25,34.75,14.375,82.75,15,0,0,0,0,0,0,1,0,0,30,26,0,0,0,0,0,0,22,0,14,0,0,0,0,2836.856009,0.000241472,7,0
51,V0440901,263e806b08a886921ee6a557865c5c58,9,4,3,20,0.475139064,10.98936025,118.82,595,1,27,5,4,4,1,0,0,0,0,1,0,4,1,1,8.25,3.625,2.375,1.25,18,3,0,0,0,0,0,0,0,0,0,22,19,1,0,0,1,4,0,19,21,6,0,4,0,638.1516342,2549.216533,0.0002852,7,0
75,V0360100,dec72084112c391eb7d8f0811a5e636b,10,4,6,211,0.998019903,4.67566113,76.94333333,530,1,51,6,4,4,0,0,0,0,0,0,0,4,1,1,26.83333333,0,5,1.833333333,13.5,3,0,0,0,0,0,0,0,3,0,11,10,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0.000494372,6,0
71,V0420200,9c801b1dd9aecd1651f2ec86721f922f,9,4,3,20,0.399923616,10.14143116,65.73333333,350,1,24,5,4,4,0,0,0,0,0,0,0,4,1,1,26.375,0.5,13.125,0,23.25,10,0,0,0,0,0,0,0,9,0,30,29,0,0,0,24,3,0,30,30,8,2,3,0,0,15472.7298,0.000255305,7,0
10,V0152302,a0ab94d976380a07fa37270d0cc3f3ce,4,4,5,73,2.386353926,8.775605367,146.85,920,1,33,12,4,4,0,0,0,0,0,0,0,1,2,1,30,233.875,52.5,3.5,64.625,1,0,0,0,0,0,0,0,1,0,28,24,0,0,0,1,0,0,9,3,2,0,0,0,0.004468918,645.6651335,0.000218685,7,0
18,V0130600,b92d3fa941e22dd5a759e50bfc1fc7a4,10,4,5,89,0.203484616,7.678012013,61.11666667,600,1,47,2,4,4,0,0,0,0,0,0,0,4,1,6,13.625,0.125,2.625,1.25,1.25,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0.000256247,7,0
38,V0350100,7693330e37b5d5ee5f7abcc9af8a7e19,10,4,5,49,0.22465788,7.551655955,63,350,1,40,2,4,4,1,0,0,0,0,1,0,4,1,1,17.28571429,3.571428571,2.285714286,1.428571429,2.714285714,30,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.000217801,6,0
97,V0230100,fafa5900ad44b4e0f342a59bfbea039f,7,2,5,127,1.112887403,0.483998132,52.07333333,478.68,1,36,12,2,2,0,0,0,0,0,0,0,4,1,1,26.375,0.75,4.5,1.125,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56E-05,6,0
17,V0370100,43b8c569de549ff6b2756d4858ca1939,7,4,5,137,1.540469372,8.429205486,57.56666667,438.63,1,48,12,4,4,0,0,0,0,0,0,0,4,1,1,29.125,14.875,11.5,7.25,1.375,30,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,13,30,0,0,1,0,0,38.56771851,0.000211171,3,0
11,V0110000,af628cf655ea376c0b615e3eea6e76b3,9,4,5,91,0.571841025,9.811184562,126.96,850,0,31,2,4,4,1,0,0,0,1,1,0,4,1,2,26,61.75,21.5,1.375,62.25,25,0,0,0,2,0,0,0,8,0,30,29,28,0,11,18,4,0,14,28,6,3,1,0,0,795.7025795,0.001014561,1,0
10,V0150200,17873697f322bab4d3863e14ca2a85f3,7,4,5,45,1.18060401,9.265394663,58.35833333,300,0,35,4,4,4,0,0,0,0,0,0,0,4,1,1,27,2.428571429,3.857142857,8.285714286,11,5,0,0,0,0,0,0,0,0,0,30,26,0,0,0,0,0,0,20,3,6,0,0,0,244.9487543,0,7.09E-05,7,0
18,V0130200,5ec2d6af578d9acd8d603cd12bfc358a,7,4,2,16,0.010265679,10.12207885,64,150,1,39,2,4,4,0,0,0,0,0,0,0,2,3,5,2.375,0.125,0.5,0,0,7,0,0,0,0,0,0,0,0,0,28,11,0,0,0,0,0,0,13,10,0,0,0,0,0,621.2546501,1.86E-05,5,0
50,V0460100,1a216a971995a6d6d838ff3a178a54f0,7,4,5,107,0.41530494,10.27791242,98,600,1,38,4,4,4,0,0,0,0,0,0,0,4,1,1,21.75,0.75,7.125,0.75,29.125,29,0,0,0,0,0,0,1,0,0,30,30,0,0,0,0,1,0,25,26,8,0,0,0,0.051067352,0,0.000344219,5,0
19,V0142300,68f0a11d5239eb914983f4d70d5b0e5d,7,4,4,8,0.00909404,8.906407655,51.21,120,1,26,4,4,4,0,0,0,0,0,0,0,4,1,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,29,28,0,0,0,0,0,0,19,4,3,0,0,0,0.011332512,13.98279858,9.84E-05,7,0
17,V0372801,b10b96624c9f8eea650694356e2b4166,10,4,5,68,0.051995353,8.839697307,69.03333333,410,1,34,3,4,4,1,0,1,0,0,1,1,4,1,1,5.5,0.25,0.625,0.125,53.25,10,0,0,0,0,0,0,1,0,0,13,13,0,0,0,12,1,0,8,4,0,0,0,0,0,9.907078743,4.31E-05,5,0
11,V0110000,a043ff63180ab28bbf40adb8355e24ed,7,4,5,64,1.109371589,9.652517733,64.65,550.9,0,24,4,4,4,1,0,0,0,0,1,1,3,3,1,20.75,1.125,3.5,4.625,12.875,20,0,1,0,4,0,0,0,2,0,30,29,0,0,7,11,3,0,8,24,1,21,23,0,0,6.94904232,0.001014561,1,0
84,V0612501,ca14bb5c4b63d66745db120732fab6e6,7,4,3,1,0.120867312,9.592778659,62.52,110,1,19,4,4,4,0,0,0,0,0,0,0,4,1,1,9,0,0,1,0,7,0,0,0,0,0,0,0,0,0,27,26,0,0,0,0,7,0,25,19,9,1,3,0,0.018444061,0,0.00013338,7,0
51,V0440100,0734b5522ea7a22431dcde7cc6c5f19b,1,4,3,9,0.270371028,10.38660224,62.71666667,370,0,24,4,4,4,0,0,0,0,0,0,0,4,1,1,12.875,3.125,3,2.25,20.625,20,0,0,0,0,0,0,0,0,0,30,30,0,0,2,9,2,0,25,29,11,4,13,0,0,12361.69936,0.002355841,1,0
85,V0520100,b5ef308fb54c2444651a6c55b1f9c1d6,9,4,3,34,0.081156373,6.351679106,55.2,390,1,19,4,4,4,0,0,0,0,0,0,0,4,1,1,9.714285714,1,1.571428571,0.142857143,3.571428571,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,2,4,0,0,0,0,0,114.6314554,0.000829997,6,0
51,V0440100,58946ecea6d5aea37bbfcd2c44f82671,7,3,5,52,1.873970383,8.881344213,136,700,1,51,6,4,4,1,1,1,0,0,1,0,3,3,1,29,41.375,13,2.5,11.5,19,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,17,17,0,1,0,0,0,737.652895,0.002355841,1,1
71,V0420100,bf6aab3c6531d494c41551db54f3a7d1,3,4,2,100,2.60812861,9.511382532,481.7066667,1700,0,38,2,4,4,1,0,0,0,0,1,0,4,1,1,28.625,36.5,31.875,10.375,34.25,27,0,0,0,14,0,0,1,6,1,30,30,0,0,19,18,9,0,27,26,8,14,0,0,0,1000.570011,0.000319439,2,0
84,V0612101,1fbb8c894cc84f9de4f65019d26731d8,4,4,4,95,1.606114853,8.373846286,95.73333333,20,0,37,2,4,4,0,0,0,0,0,0,0,4,1,2,29.75,12.875,12.375,3.625,98.125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148351,7,0
17,V0372900,c386cac37d69e710ea262b27a2279196,10,4,2,64,0.702740073,9.49756448,79,840,1,33,2,4,4,0,0,0,0,0,0,0,4,1,4,27.25,69.375,11.25,10.625,27.5,30,0,0,0,0,0,0,1,2,0,30,30,0,0,2,0,1,0,30,22,0,4,0,0,0.036176682,477.988534,5.30E-05,7,0
34,V0320500,abdeef8fdda45891982d2c9cd288f874,9,4,3,27,0.518814377,10.05715211,84.35,280,1,34,3,4,4,0,0,0,0,0,0,0,4,1,2,9.5,9,1.625,1,38.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542176,2,0
89,V0652201,4c43d5ae6805cea31e16b9800aa63422,1,4,5,80,2.576437718,10.12404714,100.8833333,601,1,25,5,4,4,0,0,0,0,0,0,0,4,1,2,30.125,71.625,57.875,4.875,9.75,9,0,0,0,0,0,0,1,6,0,30,30,0,0,0,17,1,0,27,5,12,0,0,0,0.000192642,7631.399318,9.71E-05,7,0
84,V0612301,45a57bcdd769a1542e2d32ddaf41e572,4,4,5,82,0.788491666,9.127475685,79.66666667,460,1,27,2,4,4,1,0,1,0,1,0,1,4,1,1,24.625,0.375,2.5,1.375,30.875,19,0,0,0,0,0,0,0,0,0,29,27,0,0,0,0,1,0,18,8,10,0,0,0,3.081837654,8.550487518,0.000134797,7,0
36,V0330100,b53427bae0be977ef9e9e702d99e4af6,9,4,3,3,0.255521558,10.795308,74.815,230,0,49,5,4,4,0,0,0,0,0,0,0,4,1,1,8.4,0,0.6,0.4,1,30,0,0,0,0,0,0,0,0,0,30,27,0,0,0,0,0,0,30,2,0,0,0,0,0.195316315,20076.20938,0.000325886,2,0
51,V0440700,16d1ad6dd0c6773c457e42bb0bad4bb8,7,4,3,94,0.204807831,10.83060696,77.06666667,565.43,1,25,5,4,4,0,0,0,0,0,0,0,4,1,1,15.125,1,1.125,0.125,5.25,6,0,0,0,0,0,0,2,0,0,30,29,0,0,4,12,0,0,30,30,0,4,21,0,0.000449181,19683.37217,0.000268588,7,0
18,V0130100,33afd67fa64afc2dd4039f7389ac3647,9,4,5,63,0.500199132,9.773266623,78.15,420,0,29,2,4,4,0,0,0,0,0,0,0,4,1,1,23.25,10.875,4.375,1.25,31.375,27,0,0,0,0,0,0,0,19,0,29,28,0,0,7,4,1,0,25,20,0,6,3,0,0,0.016877174,5.48E-05,6,0
11,V0110000,b5f7625d9a4988c2c376dd3bc83bc125,10,4,5,130,3.166569678,8.516777885,138.5283333,995,1,48,2,4,4,1,1,1,1,1,1,1,1,3,4,29.375,47,20.5,7.375,46.75,18,0,0,0,0,0,0,0,0,0,30,29,0,0,0,1,1,0,23,29,1,2,13,0,0.033904076,287.1361437,0.001014561,1,0
91,V0211100,3a5b9925aa80881fc09fd5c6b442c915,1,4,2,17,0.070348182,5.638403049,58.15,210,1,43,3,4,4,0,0,0,0,0,0,0,4,1,4,11.625,0,2.125,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,4,3,4,0,1,0,0,28.66325474,0.00018675,7,0
17,V0370100,002908ffe88be18543c13254fa831d83,7,4,5,107,1.49643145,8.930248541,57.05333333,1065.7,1,37,6,4,4,1,0,1,1,1,1,1,3,3,6,28.5,7.625,14.25,0.125,59.125,21,0,0,0,0,0,0,0,1,0,30,30,2,0,7,13,0,0,28,14,1,0,1,0,0,741.6415205,0.000211171,3,0
87,V0622100,f6e81984457ada87d729afe1111d53cf,10,4,2,4,0.665361901,9.490209688,99.36666667,429,1,32,3,4,4,0,0,0,0,0,0,0,1,2,1,23.66666667,2.333333333,9,0.333333333,0,1,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,3,0,26,6,6,0,0,0,158.3856211,1539.397133,0.000134575,7,0
17,V0370600,876bd116e41107c22b476550d8c3553d,7,4,5,185,0.291225092,7.668082617,50.48833333,392.71,1,47,4,4,4,0,0,0,0,0,0,0,4,1,1,20.25,0.375,1.75,0.25,14.625,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1248.877639,3.25E-05,5,0
51,V0441300,ed16742eb6a331e948f509a74f10e28d,10,4,3,21,0.35375346,10.87152832,82.1,600,1,24,3,4,4,0,0,0,0,0,0,0,4,1,2,18.125,0.625,2.625,0.125,35.875,23,0,0,0,0,0,0,0,2,0,30,30,0,0,2,1,2,0,30,30,14,28,0,0,0,5785.588197,0.000344489,7,0
18,V0130100,3b3c1896b0488626458660e38ea5229b,9,4,2,35,2.329546374,9.209085347,70.23333333,1102,0,26,4,4,4,0,0,0,0,0,0,0,3,3,2,30.125,103.75,39.125,5.375,12.625,3,0,0,0,0,0,0,0,0,0,30,17,0,0,0,1,0,0,16,4,3,0,0,0,0,232.0887833,5.48E-05,6,0
76,V0410900,7cdcc2a2ce7d60c613055d6de85090d6,9,4,3,27,0.463954627,9.670677161,61.15,350,0,57,4,4,4,0,0,0,0,0,0,0,4,1,1,26.875,6.375,8.25,1,17.75,5,0,0,0,0,0,0,0,0,0,29,15,0,0,0,0,1,0,24,3,2,0,0,0,0.011342049,981.361001,9.12E-05,7,0
89,V0650400,dda9290c45b22ee513e5cfd2b8644ebd,7,4,5,51,0.516800528,7.142228712,54.59166667,320,1,29,3,4,4,0,0,0,0,0,0,0,9,3,1,25.375,5.25,7.625,1.625,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,3,0,0,0,0,54.92241001,6.19E-05,7,0
19,V0142400,9499d1bd4f13c63ca70a7c192241ac88,10,4,5,53,0.15033984,4.997520616,55.83333333,500,1,56,2,4,4,0,0,0,0,0,0,0,4,1,1,16.5,1.5,6.625,0.125,0,4,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000208415,7,0
81,V0510100,a6af5672377db1ebd8d974532375e2cb,7,4,5,103,0.588831902,7.651300037,87.68333333,560,1,43,10,4,4,0,0,0,0,0,0,0,2,3,1,15,2.625,1.125,3.25,107.25,0,0,0,0,0,0,0,2,0,0,14,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0.000643627,2,0
10,V0152500,49dfda012a85744deae41436baee4dce,9,4,3,33,0.026343685,10.99135755,74.98333333,450,1,19,2,4,4,0,0,0,0,0,0,0,4,1,1,2.625,0.25,1,0.25,0,4,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,4,0,30,17,16,4,0,0,4.750227928,4488.695682,0.000236955,7,0
38,V0350500,5019be980638a2998651c66f68e2faa0,3,4,5,84,0.787354689,8.716068189,84.01666667,460,1,27,5,4,4,0,0,0,0,0,0,0,4,1,1,29.28571429,24.85714286,15.28571429,0,31.28571429,13,0,0,0,0,0,0,1,0,0,30,16,0,0,0,3,0,0,19,19,0,1,0,0,0.0102911,5267.291589,0.000312812,5,0
34,V0320300,8a44877990a990164dbada5d30af9139,7,4,5,154,1.709081241,0.038322182,82.54,455.48,1,42,6,4,4,0,0,0,0,0,0,0,4,1,1,30,6.25,29.875,0,20.125,1,0,0,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,152.6275454,0.000143278,5,0
30,V0340300,e2a175f6f67ab8c953a6d6e11c653602,9,4,2,31,0.185670549,10.43040862,165.0666667,990,1,24,5,4,4,0,0,0,0,0,0,0,4,1,1,12.625,0.375,1.875,0.125,6.5,26,0,0,0,0,0,0,0,0,0,30,23,0,0,0,21,2,0,25,25,5,13,23,0,1050.518859,6318.524309,0.000166664,7,0
